,repeat,algorithm,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
160,0,optimal,1.043,3,5,5,5000,piece-wise,7290,7290.0,0.0,5.3,5.3,0.0,1169883.6,1229883.6,-0.051,1169883.6,1169883.6,0.0
161,0,optimal_fw,0.003,3,5,5,5000,piece-wise,7290,5885.657217141309,0.193,5.3,4.28,0.192,1169883.6,943611.24,0.193,1169883.6,941363.16,0.195
162,0,heuristic,0.0,3,5,5,5000,piece-wise,7290,7290.0,0.0,5.3,5.3,0.0,1169883.6,1239883.6,-0.06,1169883.6,1169883.6,0.0
163,0,heuristic_fw,0.003,3,5,5,5000,piece-wise,7290,5897.359572231597,0.191,5.3,4.29,0.191,1169883.6,945123.96,0.192,1169883.6,941852.21,0.195
164,1,optimal,1.12,2,5,5,5000,piece-wise,15448,15068.0,0.025,9.09,8.87,0.024,1396857.2,1466170.8,-0.05,1396857.2,1316170.8,0.058
165,1,optimal_fw,0.001,2,5,5,5000,piece-wise,15448,12398.528840459872,0.197,9.09,7.3,0.197,1396857.2,1188644.56,0.149,1396857.2,1154894.56,0.173
166,1,heuristic,0.001,2,5,5,5000,piece-wise,15448,15068.0,0.025,9.09,8.87,0.024,1396857.2,1501170.8,-0.075,1396857.2,1316170.8,0.058
167,1,heuristic_fw,0.001,2,5,5,5000,piece-wise,15448,12494.904073044227,0.191,9.09,7.36,0.19,1396857.2,1196336.2,0.144,1396857.2,1156191.2,0.172
168,2,optimal,1.023,3,5,5,5000,piece-wise,10040,10040.0,0.0,5.39,5.39,0.0,1439224.6,1439224.6,0.0,1439224.6,1439224.6,0.0
169,2,optimal_fw,0.002,3,5,5,5000,piece-wise,10040,7800.0,0.223,5.39,4.18,0.224,1439224.6,1271322.75,0.117,1439224.6,1268610.21,0.119
170,2,heuristic,0.002,3,5,5,5000,piece-wise,10040,15150.0,-0.509,5.39,8.13,-0.508,1439224.6,2650023.6,-0.841,1439224.6,2545023.6,-0.768
171,2,heuristic_fw,0.002,3,5,5,5000,piece-wise,10040,8093.579190721711,0.194,5.39,4.34,0.195,1439224.6,1276992.66,0.113,1439224.6,1274373.42,0.115
172,3,optimal,0.953,3,5,5,5000,piece-wise,24000,24000.0,0.0,9.53,9.53,0.0,2115602.0,2115602.0,0.0,2115602.0,2115602.0,0.0
173,3,optimal_fw,0.002,3,5,5,5000,piece-wise,24000,18499.339094748146,0.229,9.53,7.34,0.23,2115602.0,1718131.64,0.188,2115602.0,1709643.2,0.192
174,3,heuristic,0.002,3,5,5,5000,piece-wise,24000,21550.0,0.102,9.53,8.56,0.102,2115602.0,2293712.0,-0.084,2115602.0,1803712.0,0.147
175,3,heuristic_fw,0.001,3,5,5,5000,piece-wise,24000,20389.748561297518,0.15,9.53,8.09,0.151,2115602.0,1743504.72,0.176,2115602.0,1739600.32,0.178
176,4,optimal,0.953,3,5,5,5000,piece-wise,12000,12000.0,0.0,5.4,5.4,0.0,1860607.9,1860607.9,0.0,1860607.9,1860607.9,0.0
177,4,optimal_fw,0.003,3,5,5,5000,piece-wise,12000,9098.905965152868,0.242,5.4,4.09,0.243,1860607.9,1512695.88,0.187,1860607.9,1504012.68,0.192
178,4,heuristic,0.0,3,5,5,5000,piece-wise,12000,12000.0,0.0,5.4,5.4,0.0,1860607.9,1860607.9,0.0,1860607.9,1860607.9,0.0
179,4,heuristic_fw,0.003,3,5,5,5000,piece-wise,12000,9098.905965152868,0.242,5.4,4.09,0.243,1860607.9,1512695.88,0.187,1860607.9,1504012.68,0.192
180,0,optimal,1.073,3,5,5,10000,piece-wise,18000,18000.0,0.0,5.39,5.39,0.0,2874713.0,2874713.0,0.0,2874713.0,2874713.0,0.0
181,0,optimal_fw,0.002,3,5,5,10000,piece-wise,18000,14510.0,0.194,5.39,4.34,0.195,2874713.0,2292323.69,0.203,2874713.0,2287963.37,0.204
182,0,heuristic,0.001,3,5,5,10000,piece-wise,18000,18150.0,-0.008,5.39,5.43,-0.007,2874713.0,3629446.6,-0.263,2874713.0,3199446.6,-0.113
183,0,heuristic_fw,0.002,3,5,5,10000,piece-wise,18000,14541.719613415446,0.192,5.39,4.35,0.193,2874713.0,2303989.74,0.199,2874713.0,2302874.43,0.199
184,1,optimal,1.043,3,5,5,10000,piece-wise,11110,11110.0,0.0,5.49,5.49,0.0,1573481.2,1573481.2,0.0,1573481.2,1573481.2,0.0
185,1,optimal_fw,0.002,3,5,5,10000,piece-wise,11110,9373.490703669213,0.156,5.49,4.63,0.157,1573481.2,1411479.67,0.103,1573481.2,1394453.95,0.114
186,1,heuristic,0.0,3,5,5,10000,piece-wise,11110,11110.0,0.0,5.49,5.49,0.0,1573481.2,1573481.2,0.0,1573481.2,1573481.2,0.0
187,1,heuristic_fw,0.001,3,5,5,10000,piece-wise,11110,9373.490703669213,0.156,5.49,4.63,0.157,1573481.2,1411479.67,0.103,1573481.2,1394453.95,0.114
188,2,optimal,1.01,3,5,5,10000,piece-wise,22800,22800.0,0.0,6.56,6.56,0.0,3150903.0,2889693.0,0.083,3150903.0,2849693.0,0.096
189,2,optimal_fw,0.003,3,5,5,10000,piece-wise,22800,19676.012602743638,0.137,6.56,5.66,0.137,3150903.0,2403240.19,0.237,3150903.0,2398803.19,0.239
190,2,heuristic,0.0,3,5,5,10000,piece-wise,22800,18000.0,0.211,6.56,5.18,0.21,3150903.0,2935038.0,0.069,3150903.0,2375038.0,0.246
191,2,heuristic_fw,0.002,3,5,5,10000,piece-wise,22800,19680.569016652447,0.137,6.56,5.66,0.137,3150903.0,2425383.8400000003,0.23,3150903.0,2418856.89,0.232
192,3,optimal,0.98,3,5,5,10000,piece-wise,7470,7470.0,0.0,5.87,5.87,0.0,1069968.0,1146652.0,-0.072,1069968.0,1086652.0,-0.016
193,3,optimal_fw,0.002,3,5,5,10000,piece-wise,7470,6394.596334892872,0.144,5.87,5.03,0.143,1069968.0,885875.8899999999,0.172,1069968.0,882919.57,0.175
194,3,heuristic,0.001,3,5,5,10000,piece-wise,7470,7470.0,0.0,5.87,5.87,0.0,1069968.0,1486206.0,-0.389,1069968.0,1086206.0,-0.015
195,3,heuristic_fw,0.002,3,5,5,10000,piece-wise,7470,6569.53095825309,0.121,5.87,5.16,0.121,1069968.0,894303.87,0.164,1069968.0,892941.23,0.165
196,4,optimal,0.875,2,5,5,10000,piece-wise,15100,15486.0,-0.026,9.15,9.38,-0.025,1379382.0,1582912.4,-0.148,1379382.0,1462912.4,-0.061
197,4,optimal_fw,0.002,2,5,5,10000,piece-wise,15100,12000.0,0.205,9.15,7.27,0.205,1379382.0,1163491.78,0.157,1379382.0,1133971.78,0.178
198,4,heuristic,0.0,2,5,5,10000,piece-wise,15100,15486.0,-0.026,9.15,9.38,-0.025,1379382.0,1682912.4,-0.22,1379382.0,1462912.4,-0.061
199,4,heuristic_fw,0.001,2,5,5,10000,piece-wise,15100,12492.8995398543,0.173,9.15,7.57,0.173,1379382.0,1185129.17,0.141,1379382.0,1143549.17,0.171
